carID,Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP
C12514,Kia,Cadenza,2015,regular unleaded,293.0,6.0,AUTOMATIC,front wheel drive,4.0,Performance,Midsize,Sedan,28,19,1720,34900
C12515,Dodge,Caliber,2010,regular unleaded,158.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,31,23,1851,18740
C12516,Ferrari,California T,2015,premium unleaded (required),553.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,23,16,2774,198973
C12517,Ferrari,California,2012,premium unleaded (required),453.0,8.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,19,13,2774,195840
C12518,Chevrolet,Camaro,2015,regular unleaded,323.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Midsize,Coupe,28,17,1385,29205
C12519,Toyota,Camry Hybrid,2015,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,Hybrid,Midsize,Sedan,38,40,2031,29980
C12520,Toyota,Camry Solara,2006,regular unleaded,157.0,4.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,30,20,2031,21855
C12521,Toyota,Camry,2015,regular unleaded,178.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,35,25,2031,26150
C12522,GMC,Canyon,2012,regular unleaded,185.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Crew Cab Pickup,25,18,549,24685
C12523,Chevrolet,Caprice,1994,regular unleaded,260.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,23,15,1385,2000
C12524,Chevrolet,Captiva Sport,2013,flex-fuel (unleaded/E85),180.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Flex Fuel",Midsize,4dr SUV,28,20,1385,24155
C12525,Dodge,Caravan,2005,regular unleaded,150.0,4.0,AUTOMATIC,front wheel drive,4.0,Flex Fuel,Large,Passenger Minivan,24,17,1851,18380
C12526,Porsche,Carrera GT,2004,premium unleaded (required),605.0,10.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Convertible,15,9,1715,440000
C12527,Buick,Cascada,2016,premium unleaded (recommended),200.0,4.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Convertible,27,20,155,33065
C12528,Cadillac,Catera,1999,regular unleaded,200.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Sedan,23,16,1624,2066
C12529,Chevrolet,Cavalier,2003,regular unleaded,140.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,22,1385,14230
C12530,Porsche,Cayenne,2015,premium unleaded (required),420.0,6.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury,Performance",Midsize,4dr SUV,24,17,1715,74100
C12531,Porsche,Cayman S,2006,premium unleaded (required),295.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,26,18,1715,58900
C12532,Porsche,Cayman,2014,premium unleaded (required),275.0,6.0,MANUAL,rear wheel drive,2.0,"Luxury,High-Performance",Compact,Coupe,30,20,1715,52600
C12533,Volkswagen,CC,2015,premium unleaded (recommended),200.0,4.0,MANUAL,front wheel drive,4.0,Performance,Midsize,Sedan,32,21,873,34275
C12534,Chevrolet,Celebrity,1990,regular unleaded,135.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Wagon,27,17,1385,2000
C12535,Toyota,Celica,2003,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,25,2031,18140
C12536,Buick,Century,2003,regular unleaded,175.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,18,155,21235
C12537,Dodge,Challenger,2015,regular unleaded,375.0,8.0,MANUAL,rear wheel drive,2.0,Performance,Large,Coupe,23,15,1851,31995
C12538,Dodge,Charger,2015,premium unleaded (recommended),485.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,High-Performance",Large,Sedan,25,15,1851,47995
C12539,Chevrolet,Chevy Van,1996,regular unleaded,195.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Cargo Van,17,14,1385,2000
C12540,Oldsmobile,Ciera,1995,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Wagon,26,17,26,2000
C12541,Chrysler,Cirrus,1998,regular unleaded,168.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,25,17,1013,2107
C12542,Chevrolet,City Express,2015,regular unleaded,131.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Cargo Minivan,26,24,1385,23515
C12543,Honda,Civic CRX,1990,regular unleaded,62.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,44,36,2202,2000
C12544,Honda,Civic del Sol,1995,regular unleaded,102.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,37,30,2202,2000
C12545,Honda,Civic,2015,regular unleaded,143.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,39,30,2202,24340
C12546,Chevrolet,C/K 1500 Series,1997,regular unleaded,200.0,6.0,MANUAL,four wheel drive,2.0,,Large,Regular Cab Pickup,18,14,1385,2949
C12547,Chevrolet,C/K 2500 Series,1998,regular unleaded,230.0,8.0,MANUAL,rear wheel drive,2.0,,Large,Regular Cab Pickup,17,13,1385,2949
C12548,Mercedes-Benz,CL-Class,2012,premium unleaded (required),621.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Large,Coupe,18,12,617,211000
C12549,Mercedes-Benz,CLA-Class,2015,premium unleaded (required),208.0,4.0,AUTOMATED_MANUAL,front wheel drive,4.0,Luxury,Midsize,Sedan,38,26,617,31500
C12550,Acura,CL,2001,premium unleaded (required),225.0,6.0,AUTOMATIC,front wheel drive,2.0,Luxury,Midsize,Coupe,27,17,204,29980
C12551,Chevrolet,Classic,2004,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,31,22,1385,19505
C12552,Mercedes-Benz,CLK-Class,2007,premium unleaded (required),268.0,6.0,AUTOMATIC,rear wheel drive,2.0,"Luxury,Performance",Compact,Convertible,25,17,617,54200
C12553,Mercedes-Benz,CLS-Class,2015,premium unleaded (required),402.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Midsize,Sedan,26,17,617,73200
C12554,Chevrolet,Cobalt,2008,regular unleaded,148.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,33,24,1385,14410
C12555,Chevrolet,Colorado,2012,regular unleaded,300.0,8.0,AUTOMATIC,rear wheel drive,4.0,Performance,Compact,Crew Cab Pickup,20,14,1385,28340
C12556,Dodge,Colt,1992,regular unleaded,92.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,33,27,1851,2000
C12557,Plymouth,Colt,1992,regular unleaded,113.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,26,21,535,2000
C12558,Chrysler,Concorde,2002,regular unleaded,234.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,Sedan,24,16,1013,25520
C12559,Bentley,Continental Flying Spur Speed,2011,premium unleaded (required),600.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Factory Tuner,Luxury,High-Performance",Large,Sedan,17,10,520,206600
C12560,Bentley,Continental Flying Spur,2011,flex-fuel (premium unleaded required/E85),552.0,12.0,AUTOMATIC,all wheel drive,4.0,"Exotic,Flex Fuel,Luxury,High-Performance",Large,Sedan,18,11,520,181200
C12561,Bentley,Continental GT Speed Convertible,2014,flex-fuel (premium unleaded required/E85),626.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,20,12,520,238700
C12562,Bentley,Continental GT Speed,2010,premium unleaded (required),600.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,17,10,520,207700
C12563,Bentley,Continental GT3-R,2015,premium unleaded (required),572.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,23,13,520,337000
C12564,Bentley,Continental GT,2014,premium unleaded (required),500.0,8.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Luxury,High-Performance",Midsize,Coupe,24,15,520,177500
C12565,Bentley,Continental GTC Speed,2010,premium unleaded (required),600.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,17,10,520,231400
C12566,Bentley,Continental GTC,2012,flex-fuel (premium unleaded required/E85),567.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Luxury,High-Performance",Midsize,Convertible,19,11,520,212800
C12567,Bentley,Continental Supersports Convertible,2011,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Convertible,19,12,520,280400
C12568,Bentley,Continental Supersports,2010,flex-fuel (premium unleaded required/E85),621.0,12.0,AUTOMATIC,all wheel drive,2.0,"Exotic,Flex Fuel,Factory Tuner,Luxury,High-Performance",Midsize,Coupe,19,12,520,267000
C12569,Bentley,Continental,2001,premium unleaded (required),420.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,Performance",Large,Coupe,15,10,520,299900
C12570,Lincoln,Continental,2001,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,61,39660
C12571,Ford,Contour SVT,1998,regular unleaded,195.0,6.0,MANUAL,front wheel drive,4.0,"Factory Tuner,Performance",Midsize,Sedan,26,17,5657,2655
C12572,Ford,Contour,1998,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,32,21,5657,2000
C12573,Rolls-Royce,Corniche,2001,premium unleaded (required),325.0,8.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury",Large,Convertible,15,10,86,359990
C12574,Toyota,Corolla iM,2017,regular unleaded,137.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,35,27,2031,18750
C12575,Toyota,Corolla,2015,regular unleaded,140.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,42,30,2031,18965
C12576,Volkswagen,Corrado,1992,regular unleaded,158.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,26,18,873,2000
C12577,Chevrolet,Corsica,1994,regular unleaded,120.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,22,1385,2000
C12578,Chevrolet,Corvette Stingray,2014,premium unleaded (recommended),455.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Coupe,29,17,1385,53000
C12579,Chevrolet,Corvette,2015,premium unleaded (recommended),460.0,8.0,MANUAL,rear wheel drive,2.0,High-Performance,Compact,Convertible,29,17,1385,68160
C12580,Audi,Coupe,1990,regular unleaded,164.0,5.0,MANUAL,all wheel drive,2.0,"Hatchback,Factory Tuner,Luxury,Performance",Compact,2dr Hatchback,22,16,3105,2000
C12581,Maserati,Coupe,2004,premium unleaded (required),390.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Compact,Coupe,15,10,238,81013
C12582,Volvo,Coupe,1991,regular unleaded,188.0,4.0,AUTOMATIC,rear wheel drive,2.0,Luxury,Midsize,Coupe,20,17,870,2000
C12583,Honda,CR-V,2014,regular unleaded,185.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,22,2202,26470
C12584,Honda,CR-Z,2014,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,2.0,"Hatchback,Hybrid",Compact,2dr Hatchback,39,36,2202,20645
C12585,Toyota,Cressida,1990,regular unleaded,190.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Midsize,Sedan,22,17,2031,2000
C12586,Chrysler,Crossfire,2006,premium unleaded (required),215.0,6.0,MANUAL,rear wheel drive,2.0,Performance,Compact,Coupe,23,15,1013,29145
C12587,Honda,Crosstour,2013,regular unleaded,278.0,6.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hatchback",Midsize,4dr Hatchback,30,20,2202,33540
C12588,Subaru,Crosstrek,2016,regular unleaded,160.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,34,30,640,26395
C12589,Ford,Crown Victoria,2009,flex-fuel (unleaded/E85),224.0,8.0,AUTOMATIC,rear wheel drive,4.0,Flex Fuel,Large,Sedan,24,16,5657,29205
C12590,Chevrolet,Cruze Limited,2016,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,42,28,1385,20195
C12591,Chevrolet,Cruze,2015,regular unleaded,138.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,36,25,1385,16170
C12592,Lexus,CT 200h,2015,regular unleaded,134.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Luxury,Hybrid",Compact,4dr Hatchback,40,43,454,32200
C12593,Cadillac,CT6,2016,premium unleaded (recommended),265.0,4.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Large,Sedan,31,22,1624,58395
C12594,Cadillac,CTS Coupe,2012,regular unleaded,318.0,6.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,27,18,1624,40615
C12595,Cadillac,CTS-V Coupe,2013,premium unleaded (required),556.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,Luxury,High-Performance",Midsize,Coupe,19,14,1624,63215
C12596,Cadillac,CTS-V Wagon,2012,premium unleaded (required),556.0,8.0,MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Wagon,19,14,1624,63215
C12597,Cadillac,CTS-V,2014,premium unleaded (required),556.0,8.0,MANUAL,rear wheel drive,4.0,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,19,14,1624,63600
C12598,Cadillac,CTS Wagon,2012,regular unleaded,270.0,6.0,AUTOMATIC,rear wheel drive,4.0,Luxury,Midsize,Wagon,27,18,1624,39015
C12599,Cadillac,CTS,2015,flex-fuel (unleaded/E85),321.0,6.0,AUTOMATIC,all wheel drive,4.0,"Flex Fuel,Luxury,Performance",Large,Sedan,26,18,1624,54970
C12600,Nissan,Cube,2012,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Wagon,30,25,2009,14980
C12601,Oldsmobile,Custom Cruiser,1990,regular unleaded,140.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,22,15,26,2000
C12602,Oldsmobile,Cutlass Calais,1990,regular unleaded,110.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,30,19,26,2000
C12603,Oldsmobile,Cutlass Ciera,1992,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,24,17,26,2000
C12604,Oldsmobile,Cutlass Supreme,1995,regular unleaded,160.0,6.0,AUTOMATIC,front wheel drive,2.0,,Midsize,Coupe,26,17,26,2000
C12605,Oldsmobile,Cutlass,1997,regular unleaded,155.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,26,18,26,2000
C12606,Mazda,CX-3,2016,regular unleaded,146.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,35,29,586,19960
C12607,Mazda,CX-5,2014,regular unleaded,155.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,32,26,586,22795
C12608,Mazda,CX-7,2010,premium unleaded (recommended),244.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Midsize,4dr SUV,25,18,586,25950
C12609,Mazda,CX-9,2014,regular unleaded,273.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Large,4dr SUV,22,16,586,31575
C12610,Dodge,Dakota,2008,regular unleaded,210.0,6.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,20,15,1851,26170
C12611,Dodge,Dart,2014,regular unleaded,160.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,36,25,1851,16495
C12612,Rolls-Royce,Dawn,2016,premium unleaded (required),563.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Luxury,High-Performance",Large,Convertible,19,12,86,335000
C12613,Dodge,Daytona,1991,regular unleaded,152.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Factory Tuner,Performance",Compact,2dr Hatchback,24,18,1851,2000
C12614,Aston Martin,DB7,2003,premium unleaded (required),420.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,Factory Tuner,High-Performance",Compact,Coupe,18,11,259,156300
C12615,Aston Martin,DB9 GT,2016,premium unleaded (required),540.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Coupe,19,13,259,235307
C12616,Aston Martin,DB9,2013,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Convertible,19,13,259,198700
C12617,Aston Martin,DBS,2010,premium unleaded (required),510.0,12.0,AUTOMATIC,rear wheel drive,2.0,"Exotic,High-Performance",Midsize,Convertible,18,12,259,283900
C12618,Land Rover,Defender,1994,regular unleaded,182.0,8.0,MANUAL,four wheel drive,2.0,Luxury,Compact,2dr SUV,15,12,258,27736
C12619,Cadillac,DeVille,2003,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,25,16,1624,49150
C12620,Lamborghini,Diablo,2001,premium unleaded (required),550.0,12.0,MANUAL,all wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,12,9,1158,294900
C12621,Mitsubishi,Diamante,2002,premium unleaded (required),205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,23,16,436,28447
C12622,Land Rover,Discovery Series II,2000,regular unleaded,188.0,8.0,AUTOMATIC,all wheel drive,4.0,Luxury,Midsize,4dr SUV,16,12,258,2561
C12623,Land Rover,Discovery Sport,2015,premium unleaded (recommended),240.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,26,20,258,37070
C12624,Land Rover,Discovery,2003,premium unleaded (required),217.0,8.0,AUTOMATIC,four wheel drive,4.0,Luxury,Midsize,4dr SUV,14,11,258,34350
C12625,Cadillac,DTS,2009,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,23,15,1624,51460
C12626,Dodge,Durango,2015,regular unleaded,290.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Performance",Large,4dr SUV,25,18,1851,36895
C12627,Dodge,Dynasty,1991,regular unleaded,100.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,24,18,1851,2000
C12628,Ford,E-150,1996,regular unleaded,199.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Midsize,Passenger Van,15,11,5657,2000
C12629,Ford,E-250,1996,regular unleaded,199.0,6.0,AUTOMATIC,rear wheel drive,3.0,,Large,Cargo Van,13,11,5657,2000
C12630,Mercedes-Benz,E-Class,2015,premium unleaded (required),329.0,6.0,AUTOMATIC,all wheel drive,2.0,"Luxury,Performance",Midsize,Coupe,28,20,617,55850
C12631,Volkswagen,e-Golf,2015,electric,115.0,,DIRECT_DRIVE,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,105,126,873,33450
C12632,Ford,E-Series Van,2012,flex-fuel (unleaded/E85),255.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Large,Cargo Van,16,12,5657,31460
C12633,Ford,E-Series Wagon,2012,flex-fuel (unleaded/E85),225.0,8.0,AUTOMATIC,rear wheel drive,3.0,Flex Fuel,Midsize,Passenger Van,16,13,5657,28760
C12634,Mercedes-Benz,E55 AMG,1999,regular unleaded,349.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Factory Tuner,Luxury,Performance",Midsize,Sedan,21,15,617,5878
C12635,Toyota,ECHO,2003,regular unleaded,108.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,38,30,2031,10775
C12636,Mitsubishi,Eclipse Spyder,2010,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Convertible,26,19,436,27799
C12637,Mitsubishi,Eclipse,2010,regular unleaded,162.0,4.0,AUTOMATIC,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,27,20,436,24699
C12638,Ford,Edge,2015,premium unleaded (recommended),245.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,28,20,5657,30095
C12639,Oldsmobile,Eighty-Eight Royale,1993,regular unleaded,170.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,26,17,26,2000
C12640,Oldsmobile,Eighty-Eight,1997,regular unleaded,205.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Sedan,26,17,26,2000
C12641,Hyundai,Elantra Coupe,2013,regular unleaded,145.0,4.0,AUTOMATIC,front wheel drive,2.0,,Compact,Coupe,37,27,1439,18595
C12642,Hyundai,Elantra GT,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,33,24,1439,19800
C12643,Hyundai,Elantra Touring,2010,regular unleaded,138.0,4.0,AUTOMATIC,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,30,23,1439,17195
C12644,Hyundai,Elantra,2015,regular unleaded,173.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,35,24,1439,22600
C12645,Cadillac,Eldorado,2000,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,2.0,Luxury,Large,Coupe,25,15,1624,2905
C12646,Buick,Electra,1990,regular unleaded,165.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,25,16,155,2000
C12647,Honda,Element,2009,regular unleaded,166.0,4.0,MANUAL,all wheel drive,4.0,Crossover,Compact,4dr SUV,23,18,2202,22785
C12648,Lotus,Elise,2009,premium unleaded (required),189.0,4.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Convertible,27,21,613,43995
C12649,Buick,Enclave,2015,regular unleaded,288.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,22,16,155,49305
C12650,Buick,Encore,2015,regular unleaded,138.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Compact,4dr SUV,30,23,155,29450
C12651,Mitsubishi,Endeavor,2008,premium unleaded (required),225.0,6.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,19,15,436,29099
C12652,Hyundai,Entourage,2007,regular unleaded,242.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,23,16,1439,26395
C12653,Buick,Envision,2016,premium unleaded (recommended),252.0,4.0,AUTOMATIC,all wheel drive,4.0,Crossover,Midsize,4dr SUV,26,20,155,42070
C12654,GMC,Envoy XL,2004,regular unleaded,275.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,18,13,549,33570
C12655,GMC,Envoy XUV,2005,regular unleaded,275.0,6.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,12,549,36115
C12656,GMC,Envoy,2007,regular unleaded,291.0,6.0,AUTOMATIC,four wheel drive,4.0,,Midsize,4dr SUV,20,14,549,32960
C12657,Ferrari,Enzo,2003,premium unleaded (required),660.0,12.0,AUTOMATED_MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,12,7,2774,643330
C12658,Volkswagen,Eos,2014,premium unleaded (recommended),200.0,4.0,AUTOMATED_MANUAL,front wheel drive,2.0,,Compact,Convertible,30,22,873,38325
C12659,Suzuki,Equator,2010,regular unleaded,152.0,4.0,AUTOMATIC,rear wheel drive,4.0,,Compact,Extended Cab Pickup,22,17,481,22075
C12660,Chevrolet,Equinox,2015,regular unleaded,182.0,4.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Flex Fuel",Compact,4dr SUV,29,20,1385,26270
C12661,Hyundai,Equus,2014,premium unleaded (recommended),429.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Luxury,High-Performance",Large,Sedan,23,15,1439,61250
C12662,Lexus,ES 250,1990,regular unleaded,156.0,6.0,MANUAL,front wheel drive,4.0,Luxury,Compact,Sedan,24,17,454,2000
C12663,Lexus,ES 300h,2015,regular unleaded,200.0,4.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Hybrid",Midsize,Sedan,39,40,454,40580
C12664,Lexus,ES 300,2001,premium unleaded (required),210.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,24,17,454,31505
C12665,Lexus,ES 330,2004,regular unleaded,225.0,6.0,AUTOMATIC,front wheel drive,4.0,Luxury,Midsize,Sedan,27,18,454,31725
C12666,Lexus,ES 350,2015,regular unleaded,268.0,6.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Midsize,Sedan,31,21,454,37700
C12667,Cadillac,Escalade ESV,2015,flex-fuel (unleaded/E85),420.0,8.0,AUTOMATIC,four wheel drive,4.0,"Flex Fuel,Luxury,Performance",Large,4dr SUV,20,14,1624,85795
C12668,Cadillac,Escalade EXT,2011,flex-fuel (premium unleaded recommended/E85),403.0,8.0,AUTOMATIC,all wheel drive,4.0,"Crossover,Flex Fuel,Luxury,Performance",Large,Crew Cab Pickup,18,13,1624,67350
C12669,Cadillac,Escalade Hybrid,2011,regular unleaded,332.0,8.0,AUTOMATIC,four wheel drive,4.0,"Luxury,Hybrid",Large,4dr SUV,23,20,1624,88435
C12670,Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420.0,8.0,AUTOMATIC,rear wheel drive,4.0,"Flex Fuel,Luxury,Performance",Large,4dr SUV,21,15,1624,80195
C12671,Ford,Escape Hybrid,2009,regular unleaded,177.0,4.0,AUTOMATIC,front wheel drive,4.0,"Crossover,Hybrid",Compact,4dr SUV,31,34,5657,31975
C12672,Ford,Escape,2015,premium unleaded (recommended),178.0,4.0,AUTOMATIC,front wheel drive,4.0,Crossover,Compact,4dr SUV,32,23,5657,29735
C12673,Ford,Escort,2001,regular unleaded,130.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Coupe,31,23,5657,12340
C12674,Lotus,Esprit,2002,premium unleaded (required),350.0,8.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,21,14,613,89825
C12675,Buick,Estate Wagon,1990,regular unleaded,140.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,Wagon,22,15,155,2000
C12676,Suzuki,Esteem,2000,regular unleaded,122.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,32,24,481,2000
C12677,Volkswagen,EuroVan,2001,premium unleaded (required),201.0,6.0,AUTOMATIC,front wheel drive,3.0,,Large,Passenger Minivan,18,15,873,27700
C12678,Lotus,Evora 400,2017,premium unleaded (required),400.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,39,21,613,91900
C12679,Lotus,Evora,2011,premium unleaded (required),276.0,6.0,MANUAL,rear wheel drive,2.0,"Exotic,High-Performance",Compact,Coupe,27,18,613,64000
C12680,Infiniti,EX35,2008,premium unleaded (recommended),297.0,6.0,AUTOMATIC,rear wheel drive,4.0,"Crossover,Luxury",Midsize,4dr SUV,24,17,190,31900
